"iso3","Mortality.reduction","Outcome","Risk","NCD4","self_harm","NCD.cause.grouping"
"BFA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"BDI",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KHM",0.0718867924528303,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CMR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CAN",0.0408962264150944,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CPV",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CAF",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TCD",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CHL",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CHN",0.0393624169811321,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"COL",0.0569094339622643,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"COM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"COG",0.0067924528301887,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CRI",0.0217924528301887,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CIV",0.0430188679245284,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"HRV",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CUB",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CYP",0.0481132075471699,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CZE",0.0454188679245284,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"COD",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"DNK",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"DJI",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"DMA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"DOM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ECU",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"EGY",0.0515094339622642,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SLV",0.0384905660377359,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GNQ",0.0283018867924529,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ERI",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"EST",0.0225283018867925,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ETH",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"FSM",0.0181132075471698,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"FJI",0.0200943396226415,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"FIN",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"FRA",0.0150962264150944,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GAB",0.019245283018868,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GEO",0.0525509433962265,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"DEU",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GHA",0.0628301886792454,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GRC",0.0214528301886793,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GRL",NA,NA,NA,NA,NA,NA
"GRD",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GUM",NA,NA,NA,NA,NA,NA
"GTM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GIN",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GNB",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GUY",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"HTI",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"HND",0.0328301886792453,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"HUN",0.027056603773585,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ISL",0.0203773584905661,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"IND",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"IDN",0.0894339622641511,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"IRN",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"IRQ",0.0560377358490567,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"IRL",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ISR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ITA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"JAM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"JPN",0.120843396226415,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"JOR",0.0515094339622642,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KAZ",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KEN",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KIR",0.0130188679245283,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KWT",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KGZ",0.0537735849056605,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LAO",0.0798113207547171,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LVA",0.0520754716981133,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LBN",0.0577358490566039,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LSO",0.00849056603773586,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LBR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LBY",0.0520754716981133,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LTU",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LUX",0.0650943396226416,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MKD",0.0820754716981134,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MDG",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MWI",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MYS",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MDV",0.0939622641509436,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MLI",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MLT",0.0228679245283019,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MHL",0.019245283018868,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MRT",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MUS",0.0990566037735851,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MEX",0.019245283018868,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MDA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MNG",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MNE",0.0253584905660378,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MAR",0.0367584905660378,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MOZ",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MMR",0.0792452830188681,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NAM",0.0226415094339623,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NPL",0.0911320754716983,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NLD",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NZL",0.0911320754716983,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NIC",0.0328301886792453,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NER",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"NGA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PRK",0.0866037735849058,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"MNP",NA,NA,NA,NA,NA,NA
"NOR",0.0172754716981132,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"OMN",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PAK",0.100528301886793,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PSE",NA,NA,NA,NA,NA,NA
"PAN",0.0537735849056605,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PNG",0.0169811320754717,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PRY",0.0356603773584906,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PER",0.039622641509434,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PHL",0.0826415094339624,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"POL",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PRT",0.022811320754717,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"PRI",NA,NA,NA,NA,NA,NA
"QAT",0.0268301886792453,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ROU",0.0894339622641511,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"RUS",0.0219622641509434,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"RWA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LCA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"VCT",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"WSM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"STP",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SAU",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SEN",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SRB",0.0826415094339624,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SYC",0.0475471698113208,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SLE",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SGP",0.0256358490566038,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SVK",0.0396509433962265,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SVN",0.0267735849056604,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SLB",0.0124528301886793,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SOM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ZAF",0.010188679245283,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"KOR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SSD",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ESP",0.0220754716981132,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"LKA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SDN",0.0384905660377359,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SUR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SWZ",0.0203773584905661,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SWE",0.0706075471698114,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"CHE",0.0226415094339623,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"SYR",0.0413207547169812,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TWN",NA,NA,NA,NA,NA,NA
"TJK",0.0509433962264152,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TZA",0.00792452830188681,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"THA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"BHS",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GMB",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TLS",0.0724528301886794,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TGO",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TON",0.0249056603773585,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TTO",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TUN",0.0155320754716981,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TUR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"TKM",0.0249056603773585,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"UGA",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"UKR",0.0384905660377359,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ARE",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"GBR",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"USA",0.0289245283018868,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"URY",0.016522641509434,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"UZB",0.0163641509433963,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"VUT",0.0169811320754717,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"VEN",0.0486792452830189,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"VNM",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"VIR",NA,NA,NA,NA,NA,NA
"YEM",0.0345283018867925,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ZMB",0,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
"ZWE",0.00905660377358493,"Hypertensive heart disease","Salt","yes","no","All other cardiovascular diseases"
