"","Country Code","Country","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Super_region","Region","NCD_region","SDI","World_bank","LocID"
"11","ARM","Armenia","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.462030295706842,16.0498210283141,44.289693873561,52.5635338054846,59.9018047741462,65.0967806009243,65.5187677213725,65.0005904218581,67.0454470164194,67.756161803785,70.9553051421402,75.8946893809888,76.3796018037861,78.5887722763934,82.0524630946995,89.3961202671007,92.4416376368405,100,107.650008078593,110.403716898759,116.795725329982,120.277766438018,124.766161254862,123.014933984404,124.207629297982,127.33795197859,NA,"Central Europe, Eastern Europe, and Central Asia","Central Asia","Central Asia, Middle East and North Africa","High-middle SDI","LMIC",NA
"12","AZE","Azerbaijan","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043035338522521,0.0384606402254663,0.472296671312371,8.32288726732443,42.5931780647854,51.0244136715989,52.8992282442688,52.4904770258975,48.015574622815,48.8822572030107,49.6385614830275,51.0141277863521,52.1537144961487,55.6526709173015,61.0395752720556,66.1235156121814,77.140524992325,93.2145221269856,94.5783997043188,100,107.852383767654,109.004358329138,111.641031925333,113.192536772079,117.730921656658,132.38782747831,149.472332583468,152.345016031046,NA,"Central Europe, Eastern Europe, and Central Asia","Central Asia","Central Asia, Middle East and North Africa","High-middle SDI","UMIC",NA
"13","BDI","Burundi","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,1.46845115458481,1.53360427747613,1.51689834852749,1.6087809577408,1.6735164324251,1.67017524663538,1.73449307308343,1.80089914065425,1.90907003060082,2.20921988736678,2.55628556128437,2.73155859916348,2.91824735517142,3.61558067270226,4.93674122038439,5.06008666245512,5.67576736106675,6.00882685882617,6.49862023788416,7.42901923537982,7.711640436232,7.84086251921749,8.39860170320011,8.775429971003,9.79878549916247,10.4849130752725,11.4282342810669,11.636609086125,12.7629568098098,14.6586151711817,17.482341391462,22.1041098052967,28.9810497839288,32.6038000510269,33.7075770120067,41.943020388257,45.8421222962269,45.2160655760269,50.0304301362971,54.1211329223104,61.2933032980337,62.9760619067517,68.2736478196677,84.9371636130896,93.9026511592399,100,109.592166059797,129.495248990341,139.774527564212,145.932087987576,154.023568290146,162.583720148134,188.682529221908,183.371685700859,NA,"Sub-Saharan Africa","Eastern Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC",NA
"14","BEN","Benin","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3860104527839,38.5551389134825,53.410767888681,61.1353259482333,64.1396624228284,66.3629329152872,70.1810012131858,70.4102986109644,73.3431723034846,76.2653810007586,78.1637501544623,79.3262346362246,80.0194593271838,84.3121199135082,87.5009534919205,88.6367754855691,95.6810048452392,97.7446814252485,100,102.720908513244,109.648834808467,110.624718919673,109.511785713443,109.811484225909,108.879901044885,108.965993300498,110.081943859109,NA,"Sub-Saharan Africa","Western Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC",NA
"15","BFA","Burkina Faso","Consumer price index (2010 = 100)","FP.CPI.TOTL",10.7133005080714,12.7019182107387,12.9147908725139,13.6346875107085,13.8862642929093,13.7848594976069,14.1107481908154,13.4992230895676,13.4605189692272,14.7602033299891,15.0218431834454,15.3314761461065,14.8832824326469,16.014990911173,17.4114355727664,20.6772892464645,18.9402483259129,24.619690943546,26.6555276729959,30.6521151385352,34.3924813274804,36.9910759666363,41.452112876175,44.8320198249937,47.0050088538346,50.2512019442368,48.9387697328474,47.6263375212922,49.6531315695681,49.4139034196077,49.1647074300655,50.2279436521121,49.2278370807498,49.5002913626491,61.9634134529494,66.5851684056576,70.6454017285973,72.2834500331878,75.9585816558613,75.1438395576924,74.9152428538897,78.6665733778311,80.378117929379,82.0134635796595,81.6852221588147,86.9253619844447,88.9534250489503,88.7482741609223,98.2086608259859,100.770116199365,100,102.759767248545,106.683291770574,107.252701579385,106.975893599335,107.997506234414,107.733167082294,108.122350020369,110.138236726718,NA,"Sub-Saharan Africa","Western Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC",NA
"16","BGD","Bangladesh","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.2800028287658,26.6775793190573,28.6551258370912,30.3874656686181,32.2492201402459,34.299420491319,35.5458878143966,36.6175318517239,38.5632923178032,42.5344675825385,43.545566759,45.8559208091063,49.708844392463,52.7444123541293,53.9091441150379,54.9911943003265,56.8238115576626,60.0449873584211,64.6009226216381,69.1531029680564,73.8314909913831,80.5553137783967,87.7263034206632,92.484115240665,100,111.39516515524,118.321164250415,127.231228786487,136.126776861358,144.558850888013,152.529140322278,161.226458913586,170.164243384102,NA,"South Asia","South Asia","South Asia","Low-middle SDI","LMIC",NA
"17","BGR","Bulgaria","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0248348625322642,0.0255054038206353,0.0262007799715387,0.0268216515348453,0.0285352570495715,0.0353266482273696,0.154889375265074,0.296300172895744,0.512240157778668,1.00428441888399,1.62749144473476,3.6066437942485,41.778408087814,49.5793578586104,50.8550559656492,56.1013968449146,60.2309865975912,63.7304934450711,65.2272943870787,69.2369014528234,72.7256368024915,78.0066777375015,84.5612155049241,95.0034428974733,97.6190798145944,100,104.219903466019,107.299151694355,108.254214513041,106.718970777133,106.607307237894,105.755782341187,107.938957188495,110.974058623258,NA,"Central Europe, Eastern Europe, and Central Asia","Central Europe","Central and Eastern Europe","High-middle SDI","UMIC",NA
"18","BIH","Bosnia and Herzegovina","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.9437019623593,90.1469847253675,91.4998899787497,98.2956264124057,97.920663578135,100,103.671250259178,105.799283597832,105.700841930919,104.752500261881,103.680583592535,102.551366923045,103.750000259375,NA,NA,"Central Europe, Eastern Europe, and Central Asia","Central Europe","Central and Eastern Europe","Middle SDI","UMIC",NA
"19","BLR","Belarus","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Central Europe, Eastern Europe, and Central Asia","Eastern Europe","Central and Eastern Europe","High-middle SDI","UMIC",NA
"20","BLZ","Belize","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Latin America and Caribbean","Caribbean","Latin America and Caribbean","Low-middle SDI","UMIC",NA
"21","BOL","Bolivia","Consumer price index (2010 = 100)","FP.CPI.TOTL",2.2431194687768e-05,2.41273279200143e-05,2.55458534917657e-05,2.53654085126076e-05,2.79480682884367e-05,2.87474629809552e-05,3.07459497122516e-05,3.41894960797163e-05,3.60598746873398e-05,3.68567072174334e-05,3.83145776662895e-05,3.97224906184028e-05,4.23090380775013e-05,5.56304739870009e-05,9.05864806797376e-05,9.78123341769706e-05,0.000102208031867157,0.000110494298173105,0.000121936725575268,0.000145982302508053,0.000214946751069521,0.000284016882664291,0.00063487917951047,0.00238451911542189,0.0329385534117753,3.90309987933659,14.6887686958595,16.8301999898881,19.5233839169984,22.4857583501393,26.3350446402851,31.9831400506552,35.8404102387903,38.8968363247954,41.9595904151193,46.2366182230716,51.9817430329974,54.4292744812108,58.6057573316525,59.8713581954228,62.6303680784418,63.6259740912744,64.2165878277004,66.359671957018,69.3043033000567,73.0420445177246,76.1699941455488,82.8010561907834,94.3988434471964,97.5578575098271,100,109.884464198239,114.846410265601,121.434460016488,128.437100493447,133.651146397123,138.493613869075,142.402953510879,145.638433874571,NA,"Latin America and Caribbean","Andean Latin America","Latin America and Caribbean","Low-middle SDI","LMIC",NA
"22","BRA","Brazil","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5720399582063e-10,7.20570021177796e-10,1.44505532582099e-09,3.39627763113711e-09,9.92127425312483e-09,3.23423578659524e-08,7.9931770840998e-08,2.62444985223705e-07,1.91352101257423e-06,2.9290745851734e-05,0.000892703747653787,0.00475620651227255,0.0500334876739342,1.01436931774854,22.0715442934335,36.640315941141,42.4139744020249,45.3518684755867,46.8008952735922,49.0746921995342,52.5315827425714,56.1249316036127,60.8675805806435,69.8241962003048,74.430627668128,79.5436673306746,82.8714308457339,85.8890058743968,90.7662937251917,95.2029817480311,100,106.636369352532,112.398522504251,119.372104441451,126.927346648276,138.388641316635,150.482602233368,155.668786230018,161.373814183906,NA,"Latin America and Caribbean","Tropical Latin America","Latin America and Caribbean","Middle SDI","UMIC",NA
"23","BTN","Bhutan","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9417866251377,15.3266441313596,16.8446610131797,19.88069477682,21.2788682206017,21.6783463473965,23.8355282320883,25.3535451139084,27.910205125395,30.360337636403,33.3963714000433,37.4976801684696,43.4898520703913,48.3634852172875,51.7457333574833,56.659314317059,61.6394749644339,65.6542301387214,72.5984915761706,77.5187305045262,80.6280019247456,83.3777430308496,85.4483713214025,86.786623046165,71.0707544763556,74.8456868846605,78.5883113128943,82.6404121818089,89.5220119369484,93.4261762655376,100,108.848985699468,120.734921525617,129.194415027179,139.880163824499,146.242115033883,152.545396982805,158.43097935229,162.746286170163,NA,"South Asia","South Asia","South Asia","Low-middle SDI","LMIC",NA
"24","BWA","Botswana","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03857705919775,3.40243921825504,3.80162780053741,4.30225368374611,4.69134900225421,5.24193654113544,5.95653961636366,6.93508153925869,7.70745588619922,8.51497712352899,9.24534665027727,9.99371824283448,10.9932615154108,12.0708137397458,13.0789294245651,14.5928174342512,16.2558654177117,18.1683705986913,21.1057623358172,24.130387628851,26.6744353320637,29.4785976383479,32.4508827978371,35.2805774747962,37.6307573887633,40.5468762381222,44.034509775931,46.9227498599996,50.6919589272398,55.3505006072386,59.1949823407624,64.2918036779929,71.7208622579467,76.7994154183413,86.5546218487395,93.5026184386796,100,108.459872334086,116.634387283833,123.497862684651,128.934551163777,132.882567987256,136.623156350634,141.143033956383,145.713267399351,NA,"Sub-Saharan Africa","Southern Sub-Saharan Africa","Sub-Saharan Africa","Middle SDI","UMIC",NA
"25","CAF","Central African Republic","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7816091954023,36.7693486590038,41.6582375478926,47.7455938697317,48.95938697318,54.062835249042,55.2766283524903,51.4145593869731,49.3762452107281,49.7164750957856,49.7103448275862,48.337164750958,47.8375478927202,46.4429118773948,57.8544061302683,68.9563218390805,71.5249042145593,72.6773946360155,71.3072796934867,70.2988505747126,72.5508045977011,75.3330268199234,77.0896551724138,80.2770881226054,78.6182375478927,80.8852107279694,86.3006896551724,87.1019157088123,95.1785440613027,98.5287356321839,100,101.300569968547,107.147892720307,108.757088122605,136.253936781609,186.861666666667,NA,NA,NA,NA,"Sub-Saharan Africa","Central Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC",NA
"26","CHN","China","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.0483210361187,27.9326137383688,33.1872461820759,39.2424711028188,40.4402651714292,41.8785982804949,44.5395566007953,51.0468208441459,63.4292401877766,74.0797879027915,80.2381542679357,82.4739651588297,81.8362910202074,80.6893768363119,80.9700195375273,81.5523012121143,80.9553583474872,81.8682125556712,84.9993750151793,86.5093176560146,87.936230977228,92.1719128488834,97.6333339896663,96.9223960389561,100,105.553897059043,108.318909010561,111.158000721251,113.294061123401,114.922124554591,117.220567045682,119.088051569694,121.558877247618,NA,"Southeast Asia, East Asia, and Oceania","East Asia","East and South East Asia","Middle SDI","UMIC",NA
"27","CIV","Cote d'Ivoire","Consumer price index (2010 = 100)","FP.CPI.TOTL",5.55883694312651,6.20457880008372,6.12135995510318,6.17911292402158,6.21731173808977,6.37965669789429,6.64704839639421,6.7993889049167,7.16318713418071,7.4819653325596,8.09587484446534,8.05994976931643,8.08496089757378,8.98263302829179,10.5419631884473,11.7484090662531,13.1672221604008,16.7779195858277,18.999817271053,22.1048351578257,25.3544628407263,27.5854554816787,29.6772952999557,31.3512219023248,32.6945468639048,33.3039088979584,36.5287113202562,39.0650116220129,41.7724849806154,42.2108948289126,41.8707257970249,42.5755560310966,44.3770912239754,45.3377285700267,57.1625208877872,65.3339427395351,66.9547515630836,69.6468905321824,72.858620390728,73.3703617129058,75.2272006073529,78.5082568831034,80.9241638777508,83.5920777572989,84.8108405175449,88.1064459399084,90.2802006727279,91.9883077512367,97.7914156186894,98.7884035771395,100,104.912433950525,106.281028400716,109.024322817415,109.513495413213,110.884056313105,111.685945921178,112.451978676858,112.945713457573,NA,"Sub-Saharan Africa","Western Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LMIC",NA
"28","CMR","Cameroon","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,7.52480083848968,7.44190829559295,7.87786166933996,8.1940813700201,8.85722171316321,9.77702192991105,11.4618896166232,13.0153572724161,14.3078669227565,16.4108814370007,18.4561781806352,19.670707438769,21.5496050777554,23.8613389624717,27.0246414078439,31.5191707068943,35.1039475115789,38.0907227753558,41.0503814527433,46.4446067637902,47.2259595279011,46.439398942563,46.9499450028635,46.9781390695069,46.9705967077296,45.4644588928368,61.4199660724494,66.9905670350674,69.6193195769357,72.9514664757748,75.2645764514801,76.6733374030397,77.6142650318084,81.0446389417932,83.3417865050857,83.8611421466501,84.0570815081705,85.749604048364,90.1379070575965,90.9684397574072,95.8241588442075,98.7406806505194,100,102.939699463051,105.755405742963,107.923758722329,109.925634907972,112.867503568736,113.854180430793,114.583313019794,115.808046057299,NA,"Sub-Saharan Africa","Western Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC",NA
"29","COD","Democratic Republic of the Congo","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,3.54655752853891e-14,4.80278597519732e-14,4.67181494887695e-14,5.40903207798098e-14,7.40639965363608e-14,1.13556158365998e-13,1.20569608976082e-13,1.30245662568943e-13,1.37770410128697e-13,1.59543942490218e-13,1.84501021896926e-13,2.38872146572463e-13,3.07328055141898e-13,5.5437665977553e-13,9.36606661480924e-13,1.39338071649056e-12,2.80140949283502e-12,4.10759207290032e-12,5.56201915403393e-12,7.60326336257742e-12,1.3421789728827e-11,2.04315893748572e-11,2.52985542541259e-11,3.65311123429578e-11,6.52702699756448e-11,1.11672034903421e-10,2.27883794232873e-10,4.13142847259999e-10,9.31404449721431e-09,3.9390676230795e-07,8.22045898006947e-06,0.00196248100474795,0.0125973399013556,0.0746319135920352,0.222788731136843,0.287728988223605,1.10745441992109,6.79873847528014,31.2698875559072,41.1269636904424,46.4216348971088,48.2758932577652,58.5667769448823,66.2113196958995,77.4308944628405,90.8275112898595,93.3706816059754,100,115.316515913949,126.527389319038,127.550012909223,129.135509183588,130.096534344838,133.850926577035,NA,NA,NA,"Sub-Saharan Africa","Central Sub-Saharan Africa","Sub-Saharan Africa","Low SDI","LIC",NA
"30","COG","Congo","Consumer price index (2010 = 100)","FP.CPI.TOTL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4484142505569,36.9223986213449,37.0861746625436,37.4683187586738,36.7950172559682,37.8580450789336,37.2226546968758,35.7577689950433,37.518361437929,53.441032110022,58.4741124872293,64.3397210738633,NA,73.4672024810374,76.5107072466461,75.8358892991145,75.8783497542401,79.2008803678168,78.7004535752652,80.6126905007425,83.1072422393703,88.5406640506187,90.8911056461824,95.3981691838211,99.6100019287645,100,101.759587042738,106.85793338822,111.807182739123,112.827020267541,116.402619073639,120.116516568787,120.657117555654,NA,NA,"Sub-Saharan Africa","Central Sub-Saharan Africa","Sub-Saharan Africa","Low-middle SDI","LMIC",NA
