"","NCD","sub_id","Intervention","Epi1","Measure1","StartAge1","StopAge1","Sex1","Adjustment1","Cost.adjustment","Traded","Unit.cost","Original.Unit.Cost","Original.Currency","Year","Country","calc_ICER","Platform","unique_id","ID","country","year","n","cpi_study","cpi_end","cpi_adjust","global_inflation","exchange","exchange_end","gni","gni_selected_country","gni_adjust","tradable_ratio","tradable_uc","nontradable_uc","adjusted_uc"
"21",2.3,"b","CKD screening/treatment","Diabetes mellitus type 1","Prevalence",0,"95+","Both",1,1.25073,0.3,88.452,72,"Yuan",2016,"China","yes","HC","C2.3_b",21,"China",2016,58,117.220567045682,119.088051569694,1.01593137254902,1.03605058272196,6.6444778294468,6.75875508633597,8650,760,0.0878612716763006,0.3,3.36801373429485,0.665618959093007,5.04498541860099
"22",2.3,"c","Diabetes screening/treatment","Diabetes mellitus type 2","Prevalence",0,"95+","Both",0.8,1.17,0.36,176.67,151,"USD",2014,"Rwanda","yes","HC","C2.3_c",22,"Rwanda",2014,56,123.236367612123,146.629287289695,1.18982156104438,1.07412513743121,681.861718947266,831.530786891955,730,760,1.04109589041096,0.36,58.3894424707605,98.1629188868023,158.50681684076
"23",2.3,"d","Diabetes screening/treatment","Diabetes mellitus type 1","Prevalence",0,"95+","Both",1,1.17,0.36,176.67,151,"USD",2014,"Rwanda","yes","HC","C2.3_d",23,"Rwanda",2014,56,123.236367612123,146.629287289695,1.18982156104438,1.07412513743121,681.861718947266,831.530786891955,730,760,1.04109589041096,0.36,58.3894424707605,98.1629188868023,158.50681684076
"24",2.3,"e","Diabetes screening/treatment","Chronic kidney disease due to diabetes mellitus type 1","Prevalence",0,"95+","Both",1,1.17,0.36,176.67,151,"USD",2014,"Rwanda","yes","HC","C2.3_e",24,"Rwanda",2014,56,123.236367612123,146.629287289695,1.18982156104438,1.07412513743121,681.861718947266,831.530786891955,730,760,1.04109589041096,0.36,58.3894424707605,98.1629188868023,158.50681684076
"25",2.3,"f","Diabetes screening/treatment","Chronic kidney disease due to diabetes mellitus type 2","Prevalence",0,"95+","Both",1,1.17,0.36,176.67,151,"USD",2014,"Rwanda","yes","HC","C2.3_f",25,"Rwanda",2014,56,123.236367612123,146.629287289695,1.18982156104438,1.07412513743121,681.861718947266,831.530786891955,730,760,1.04109589041096,0.36,58.3894424707605,98.1629188868023,158.50681684076
"26",2.6,"a","CVD secondary prevention","Ischemic heart disease","Prevalence",30,"95+","Both",1,1.25073,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.6_a",26,"Tanzania",2012,54,130.722757255987,175.03783564472,1.33900048712982,1.14338703244806,1571.69799856913,2228.85762899348,970,760,0.783505154639175,0.15,6.30120593582127,23.1029502319788,36.7766602437526
"27",2.6,"b","CVD secondary prevention","Ischemic stroke","Prevalence",30,"95+","Both",0.5,1.25073,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.6_b",27,"Tanzania",2012,54,130.722757255987,175.03783564472,1.33900048712982,1.14338703244806,1571.69799856913,2228.85762899348,970,760,0.783505154639175,0.15,6.30120593582127,23.1029502319788,36.7766602437526
"28",2.6,"c","CVD secondary prevention","Ischemic heart disease","Prevalence",30,"95+","Both",1,1.25073,1,74.655945,60.77,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.6_c",28,"LIC+LMIC+UMIC",2016,58,136.824723831296,141.629184098644,1.03511397745097,1.03605058272196,NA,NA,4461.64781822296,760,0.170340652369712,1,62.9607939120138,0,78.746953769573
"29",2.6,"d","CVD secondary prevention","Ischemic stroke","Prevalence",30,"95+","Both",0.5,1.25073,1,74.655945,60.77,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.6_d",29,"LIC+LMIC+UMIC",2016,58,136.824723831296,141.629184098644,1.03511397745097,1.03605058272196,NA,NA,4461.64781822296,760,0.170340652369712,1,62.9607939120138,0,78.746953769573
"30",2.6,"e","CVD secondary prevention","Ischemic heart disease","Incidence",30,"95+","Both",0.25,1.42038,0.3,61.5385836,47.13,"USD",2014,"Brazil","yes","FLH","C2.6_e",30,"Brazil",2014,56,126.927346648276,155.668786230018,1.22644008829229,1.07412513743121,2.35295196276669,3.19138944630048,8670,760,0.0876585928489043,0.3,15.1870553181399,2.61498720734388,25.2856651623466
"31",2.6,"f","CVD secondary prevention","Ischemic stroke","Incidence",30,"95+","Both",1,1.42038,0.3,504.4388076,386.33,"R",2007,"Brazil","yes","FLH","C2.6_f",31,"Brazil",2007,49,85.8890058743968,155.668786230018,1.81244135550557,1.45541811103725,1.94705833333333,3.19138944630048,8670,760,0.0876585928489043,0.3,86.6340267075237,13.4627917377048,142.175518983234
"32",2.6,"g","CVD secondary prevention","Intracerebral hemorrhage","Incidence",30,"95+","Both",1,1.42038,0.3,504.4388076,386.33,"R",2007,"Brazil","yes","FLH","C2.6_g",32,"Brazil",2007,49,85.8890058743968,155.668786230018,1.81244135550557,1.45541811103725,1.94705833333333,3.19138944630048,8670,760,0.0876585928489043,0.3,86.6340267075237,13.4627917377048,142.175518983234
"33",2.7,"a","Heart failure chronic treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",1,1.25073,1,18.218655,14.83,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.7_a",33,"LIC+LMIC+UMIC",2016,58,136.824723831296,141.629184098644,1.03511397745097,1.03605058272196,NA,NA,4461.64781822296,760,0.170340652369712,1,15.3646301417667,0,19.2170038572119
"34",2.7,"b","Heart failure chronic treatment","Heart failure due to ischemic heart disease","Prevalence",30,"95+","Both",1,1.25073,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_b",34,"Brazil",2017,59,155.668786230018,155.668786230018,1,1.02162584736753,3.19138944630048,3.19138944630048,8670,760,0.0876585928489043,0.3,2.0228191777877,0.404982698961938,3.03652464130708
"35",2.7,"c","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25073,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_c",35,"Brazil",2017,59,155.668786230018,155.668786230018,1,1.02162584736753,3.19138944630048,3.19138944630048,8670,760,0.0876585928489043,0.3,2.0228191777877,0.404982698961938,3.03652464130708
"36",2.7,"d","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25073,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_d",36,"Brazil",2017,59,155.668786230018,155.668786230018,1,1.02162584736753,3.19138944630048,3.19138944630048,8670,760,0.0876585928489043,0.3,2.0228191777877,0.404982698961938,3.03652464130708
"37",2.7,"e","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25073,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_e",37,"Brazil",2017,59,155.668786230018,155.668786230018,1,1.02162584736753,3.19138944630048,3.19138944630048,8670,760,0.0876585928489043,0.3,2.0228191777877,0.404982698961938,3.03652464130708
"38",2.7,"f","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25073,0.3,8.1081,6.6,"USD",2017,"Brazil","yes","HC","C2.7_f",38,"Brazil",2017,59,155.668786230018,155.668786230018,1,1.02162584736753,3.19138944630048,3.19138944630048,8670,760,0.0876585928489043,0.3,2.0228191777877,0.404982698961938,3.03652464130708
"39",2.7,"g","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25073,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_g",39,"Tanzania",2012,54,130.722757255987,175.03783564472,1.33900048712982,1.14338703244806,1571.69799856913,2228.85762899348,970,760,0.783505154639175,0.15,6.30120593582127,23.1029502319788,36.7766602437526
"40",2.7,"h","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25073,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_h",40,"Tanzania",2012,54,130.722757255987,175.03783564472,1.33900048712982,1.14338703244806,1571.69799856913,2228.85762899348,970,760,0.783505154639175,0.15,6.30120593582127,23.1029502319788,36.7766602437526
"41",2.7,"i","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25073,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_i",41,"Tanzania",2012,54,130.722757255987,175.03783564472,1.33900048712982,1.14338703244806,1571.69799856913,2228.85762899348,970,760,0.783505154639175,0.15,6.30120593582127,23.1029502319788,36.7766602437526
"42",2.7,"j","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25073,0.15,45.13509,36.74,"USD",2012,"Tanzania","yes","HC","C2.7_j",42,"Tanzania",2012,54,130.722757255987,175.03783564472,1.33900048712982,1.14338703244806,1571.69799856913,2228.85762899348,970,760,0.783505154639175,0.15,6.30120593582127,23.1029502319788,36.7766602437526
"43",2.7,"k","Heart failure chronic treatment","Heart failure due to myocarditis","Prevalence",0,"95+","Both",1,1.25073,1,68.120325,55.45,"USD",2012,"LIC+LMIC+UMIC","yes","HC","C2.7_k",43,"LIC+LMIC+UMIC",2012,54,113.381639496669,141.629184098644,1.24913685079324,1.14338703244806,NA,NA,4461.64781822296,760,0.170340652369712,1,63.4008109492451,0,79.2972962785493
"44",2.7,"l","Heart failure chronic treatment","Hypertensive heart disease","Prevalence",30,"95+","Both",1,1.25073,1,68.120325,55.45,"USD",2012,"LIC+LMIC+UMIC","yes","HC","C2.7_l",44,"LIC+LMIC+UMIC",2012,54,113.381639496669,141.629184098644,1.24913685079324,1.14338703244806,NA,NA,4461.64781822296,760,0.170340652369712,1,63.4008109492451,0,79.2972962785493
"45",2.7,"m","Heart failure chronic treatment","Alcoholic cardiomyopathy","Prevalence",15,"95+","Both",1,1.25073,1,68.120325,55.45,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.7_m",45,"LIC+LMIC+UMIC",2016,58,136.824723831296,141.629184098644,1.03511397745097,1.03605058272196,NA,NA,4461.64781822296,760,0.170340652369712,1,57.4490048119329,0,71.8531937884289
"46",2.7,"n","Heart failure chronic treatment","Other cardiomyopathy","Prevalence",0,"95+","Both",1,1.25073,1,68.120325,55.45,"USD",2016,"LIC+LMIC+UMIC","yes","HC","C2.7_n",46,"LIC+LMIC+UMIC",2016,58,136.824723831296,141.629184098644,1.03511397745097,1.03605058272196,NA,NA,4461.64781822296,760,0.170340652369712,1,57.4490048119329,0,71.8531937884289
"47",4.2,"a","Management of acute ventilatory failure","Chronic obstructive pulmonary disease","Prevalence",15,"95+","Both",0.0095,1.17,0.3,318.9303,272.59,"Pounds",2003,"United Kingdom","yes","RH","C4.2_a",47,"United Kingdom",2003,45,85.1303865359719,114.943591640466,1.35020638713882,1.68229492399933,0.6124725,0.777002598115976,41370,760,0.0183708000966884,0.3,224.619116776497,6.09135230025636,269.931248819801
"48",4.2,"b","Management of acute ventilatory failure","Asthma","Prevalence",0,"95+","Both",0.00405,1.17,0.3,318.9303,272.59,"Pounds",2003,"United Kingdom","yes","RH","C4.2_b",48,"United Kingdom",2003,45,85.1303865359719,114.943591640466,1.35020638713882,1.68229492399933,0.6124725,0.777002598115976,41370,760,0.0183708000966884,0.3,224.619116776497,6.09135230025636,269.931248819801
"49",4.3,"a","Treatment of early-stage breast cancer","Breast cancer","Incidence",30,"80","Female",0.236,1.42038,0.3,276.5178,195,"USD",2010,"Vietnam","yes","RH","C4.3_a",50,"Vietnam",2010,52,100,155.798794620082,1.55798794620082,1.23854421570713,18612.9166666667,22370.0866666667,2120,760,0.358490566037736,0.3,72.4548366188673,63.4338750390926,193.013608264733
"50",4.4,"a","Treatment of early-stage colorectal cancer","Colon and rectum cancer","Incidence",30,"80","Both",0.254,1.42038,0.3,204315.4148,144082.97,"THB",2013,"Thailand","yes","RH","C4.4_a",51,"Thailand",2013,55,109.275006271572,111.286809151122,1.01841045769012,1.10199065936043,30.7259666666667,33.9398110566858,5950,760,0.127731092436975,0.3,1550.26615275047,386.56341443165,2751.03398063414
"51",5.1,"a","Tobacco tax","All","Population",0,"95+","Both",1,1,0,0.004,0.004,"USD",2017,"China","yes","Int","C5.1_a",52,"China",2017,59,119.088051569694,119.088051569694,1,1.02162584736753,6.75875508633597,6.75875508633597,8650,760,0.0878612716763006,0,0,0.000351445086705202,0.000351445086705202
"52",5.2,"a","Alcohol tax","All","Population",0,"95+","Both",1,1,0,0.004,0.004,"USD",2017,"China","yes","Int","C5.2_a",53,"China",2017,59,119.088051569694,119.088051569694,1,1.02162584736753,6.75875508633597,6.75875508633597,8650,760,0.0878612716763006,0,0,0.000351445086705202,0.000351445086705202
"53",5.3,"a","Tobacco policy","All","Population",0,"95+","Both",1,1,0,0.0231,0.0231,"USD",2017,"China","yes","Int","C5.3_a",54,"China",2017,59,119.088051569694,119.088051569694,1,1.02162584736753,6.75875508633597,6.75875508633597,8650,760,0.0878612716763006,0,0,0.00202959537572254,0.00202959537572254
"54",5.4,"a","Alcohol policy","All","Population",0,"95+","Both",1,1,0,0.0056,0.0056,"USD",2017,"China","yes","Int","C5.4_a",55,"China",2017,59,119.088051569694,119.088051569694,1,1.02162584736753,6.75875508633597,6.75875508633597,8650,760,0.0878612716763006,0,0,0.000492023121387283,0.000492023121387283
"55",5.5,"a","Salt policy","All","Population",0,"95+","Both",1,1,0,0.0351,0.0351,"USD",2017,"China","yes","Int","C5.5_a",56,"China",2017,59,119.088051569694,119.088051569694,1,1.02162584736753,6.75875508633597,6.75875508633597,8650,760,0.0878612716763006,0,0,0.00308393063583815,0.00308393063583815
"56",5.6,"a","Trans fat policy","All","Population",0,"95+","Both",1,1,0,0.0087,0.0087,"USD",2017,"China","yes","Int","C5.6_a",57,"China",2017,59,119.088051569694,119.088051569694,1,1.02162584736753,6.75875508633597,6.75875508633597,8650,760,0.0878612716763006,0,0,0.000764393063583815,0.000764393063583815
